item_id,item,cost,type
9632a198-9df4-4d0c-8703-c4aae553cacf,Layo,9914.43,Wine - Pinot Noir Latour
02afe81e-e708-4b24-ad36-0802f2c25bdb,Zooxo,6180.56,Compound - Strawberry
f83cf801-f296-40db-8a99-5766e80b493d,Ailane,5302.58,Marjoram - Fresh
903c955c-19ab-4b4f-8c78-6c37b1cb3dbc,Realblab,6725.46,Sprouts - Onion
798a922a-d612-4361-8598-17d9957b776e,Zoombox,7816.35,"Nut - Chestnuts, Whole"
27fcd844-93c4-472d-88c9-c6f52d1e9d97,Kare,7252.72,Gelatine Leaves - Bulk
84273ae7-639e-4cfc-8af7-1a459067c9d4,Kanoodle,8653.71,V8 - Berry Blend
2af3d270-cf8c-4fcf-adcb-e44b078f59c5,Skyba,7876.09,"Pineapple - Canned, Rings"
88547bff-8bf0-439b-8f87-48a08bc23b14,Brightbean,1759.86,"Gingerale - Schweppes, 355 Ml"
97177616-a1b4-4170-b6d1-f1bc669a90f0,Youspan,3671.82,Bread Cranberry Foccacia
b807f805-a0ca-441e-a811-afe348547176,DabZ,2494.55,"Club Soda - Schweppes, 355 Ml"
4c55a9d9-d54b-4f64-aa1b-0942d998d440,Avavee,1981.82,Magnotta - Bel Paese White
5a848901-2918-4cee-ab22-1110eafa25cc,Youfeed,7818.68,Beer - Rickards Red
79321e67-d95f-4332-9f86-e5aa1685b8f4,Twitternation,8759.17,"Wine - White, Ej Gallo"
eedf7d9c-8f53-4d8c-85e6-c4e26ac63bf9,Pixope,3805.39,Carrots - Jumbo
eb923752-660c-479f-83af-3d3b7445062a,Mymm,7798.23,Beef - Tenderloin - Aa
ed055ceb-2211-496a-8f69-65bba9e6c780,Vitz,5717.01,Soup - Campbells Chili
1051f697-28ff-447f-b0fd-7fbdd22b4955,Edgetag,790.97,Nescafe - Frothy French Vanilla
3acd52ae-a8aa-4718-8ed4-09be61254e4b,Bubblebox,6097.07,Pastry - Baked Cinnamon Stick
b6d60f4c-a2e8-497d-b708-3af8c41f7d66,Edgeclub,4570.51,"Tendrils - Baby Pea, Organic"
f193c20b-ae33-4436-af02-f66a176864ee,Plajo,4630.69,Soupcontfoam16oz 116con
eda2b26c-44d5-4837-ba1c-7c9f2fe3b7dd,Bubblebox,2081.45,Capers - Ox Eye Daisy
958913e6-d6fc-4ce5-997f-e6cf18e1508e,Tagopia,6730.2,"Ice - Clear, 300 Lb For Carving"
f57d2dc8-fd66-4935-b9a2-bbe4639ec77b,Dabvine,8344.78,Pepperoni Slices
0dfe2414-1ccc-42c3-9fb4-009384edad62,Mydeo,3047.6,Passion Fruit
13e02fb1-4931-4efe-9744-9866c03f754c,Twitterworks,9472.37,Pork Casing
7479b043-12b1-46d0-bbcf-6f56ec6ef014,Eire,9144.27,Corn - Mini
9175c971-9350-4943-9f8c-e67ba6ce60e6,Yata,266.49,Puff Pastry - Slab
b1f99c89-01bc-4159-a2e8-726cc10369c2,Jaxspan,7439.85,"Coconut - Shredded, Sweet"
ff468ee6-c9b2-4b8b-a195-675f0333e921,Bubblebox,6057.22,Milk - Homo
faad1f83-709e-4e85-a319-f1ed49f562c0,Livetube,9164.58,Flour - Pastry
cc434e95-81cb-4014-8284-cf07bc6bf517,Mydeo,8697.74,"Syrup - Monin, Irish Cream"
bea91dc2-690c-4f97-9496-f19cd3cfb832,Gigazoom,2175.17,Bacardi Mojito
acbefc00-b8d8-4bb9-a6a8-e71f81aab164,Skalith,5308.42,Juice - Propel Sport
5ed95491-6c41-42e7-bb93-342fabd1ef09,Meejo,7005.02,Mushroom Morel Fresh
023d52d8-a054-481b-a92a-49eadf30d6c8,Shuffletag,6685.63,"Red Snapper - Fresh, Whole"
4c5f5791-8360-4e55-8954-b4d18de6f83e,Skalith,3644.22,Napkin - Beverage 1 Ply
027c9dfb-d0e1-4010-a076-acfc04b660ac,Skyble,3923.29,Cheese - Le Cru Du Clocher
d5985eab-f43a-4b09-bcbc-b06ab0cfa32e,Riffpedia,5848.64,"Beans - Black Bean, Canned"
267d7c48-cfc1-40e2-96a0-0dafd8dc018f,Skinix,9002.35,Wine - Rioja Campo Viejo
60b7a35d-489a-4e73-a379-ccf6633fd665,Devify,960.22,Noodles - Steamed Chow Mein
d13163fd-1eb6-4a0c-9f67-8756f2c49b7c,Photolist,655.05,Bread - White Epi Baguette
cdce6643-581a-4493-b19b-e38fb3016fe5,Oyonder,3246.33,Coffee - Dark Roast
a3665e69-6f58-4408-9361-51c1facc46d4,Tavu,8115.28,"Napkin - Cocktail,beige 2 - Ply"
69420999-6b99-405f-bc36-2ba9ea6996db,Skyvu,3141.98,Artichoke - Fresh
caead50b-e6e6-49b2-9695-df08ba7d9389,Midel,1864.65,Vinegar - Red Wine
60c61bb7-219a-421b-87a5-46056297de72,Vipe,5310.07,Shiro Miso
bb9bf1f2-8524-4ec0-a5e2-9170ceae3cb5,Abata,4497.7,Munchies Honey Sweet Trail Mix
9b40b07f-7275-4beb-bab4-471431d1d8d5,Mynte,5354.43,Cheese - Cottage Cheese
88cd43b6-3c98-4e3a-a93f-b57b74c85f63,Yambee,945.12,Irish Cream - Butterscotch
9d6bf891-1a01-4d9f-aecf-605a429441d6,Edgewire,6642.64,Bagel - Sesame Seed Presliced
82d55570-1c5a-47a8-865e-972200f3b5fc,Meezzy,6569.26,Fudge - Chocolate Fudge
290ba33b-ee21-4ca6-b0f2-192bbef8e90e,Wikizz,5584.5,Nantucket Orange Juice
efba92ed-1fda-4833-8ace-ec8482492557,Eare,4870.83,"Lid - High Heat, Super Clear"
5d4dbcdd-2096-4b35-a92f-67f0791a700a,Kwideo,9060.45,Icecream Bar - Del Monte
a3485128-cacd-4581-9f58-02fd3c1ae346,DabZ,9055.21,Ocean Spray - Kiwi Strawberry
6757733b-8f22-4324-ba04-1d4d61363439,Thoughtsphere,8024.91,Onions - White
bead7b1b-2d52-4174-8325-2e6ec5f118cb,Flashspan,1452.77,Remy Red
d5b4a1fc-51c5-4369-b2a9-73b72a74fd72,Talane,8738.28,Wine - Wyndham Estate Bin 777
51022410-a902-4993-aa6a-5bfad254792b,Mydeo,9561.02,Bagel - Whole White Sesame
32e51da0-e1a8-43b2-a4d3-5e01b0b3b45a,Aimbu,4582.89,White Fish - Filets
5c1fadc9-8735-4b8d-8a02-31caa6379676,Flashset,5245.51,Ice Cream Bar - Drumstick
f0c6370c-5117-450f-afe6-cf1cc9063ddc,Devify,6688.4,Oil - Sunflower
86409a48-43cc-4a10-a9a9-a7059f8c1ace,Brainbox,718.38,"Iced Tea - Lemon, 460 Ml"
7dd5739a-e7b9-43ea-bed7-c521dae99557,Skidoo,3295.45,"Juice - Cranberry, 341 Ml"
81aee85d-9887-4068-b57a-c61c7e13eb75,Ozu,849.67,Beef - Striploin
2486ac56-e79c-4b96-83af-ddbb43cd25ae,Youspan,3087.61,Island Oasis - Magarita Mix
22410d97-fa5a-47db-a172-23871e462992,Innojam,3797.27,Pecan Raisin - Tarts
a91a7544-8518-45f4-ac31-c65b72b0919a,Oloo,9787.56,Wine - Pinot Noir Latour
2683131c-245a-4d34-9008-aeec8f94eb07,Browsezoom,7635.63,Onion - Dried
e029adf8-574c-4b53-befa-36b3e1937221,Fadeo,9445.79,Bread - Rosemary Focaccia
0f562e5d-73ba-481c-9656-02387fbfe877,Aimbu,2182.06,Flour - Teff
2b65d865-a8bb-4442-8443-2855088a9dc8,Voomm,9314.61,Ham - Cooked
7eafc405-53a0-4c10-840a-37483f742af9,Devify,9891.61,"Beans - Black Bean, Preserved"
edf0948c-f978-4227-a07d-76a240a0c33e,Voonyx,1522.28,Cranberries - Dry
f7930eec-0924-4aa6-a13a-fd436a9a6013,Lazz,1918.51,Calvados - Boulard
0a720550-6d68-4d89-b575-98e7b3950de6,Lazz,2517.86,Chick Peas - Dried
a959a37f-a55a-493e-82d7-ebdb05f7a538,Dynazzy,9851.35,Grouper - Fresh
f5227cea-d046-4a3c-8cde-9de1843d47b4,Meeveo,7668.54,Pie Pecan
a0900262-5679-482d-b77e-131716e32863,Roodel,844.22,Bread - Sour Sticks With Onion
ff1402d5-5cf3-4cb5-beff-a70dc068e21a,Shufflester,814.01,Beef Cheek Fresh
67239d03-889d-42c3-a459-fa00b994974a,Youfeed,8026.79,Bagel - Whole White Sesame
69c71809-dce9-4fa5-8444-07dd2c9e3249,Photobean,3384.52,Potatoes - Yukon Gold 5 Oz
2b2e5526-eb9f-4dd3-93f4-a1707ebe2ca9,Skajo,5348.45,Beef - Salted
4fa5913f-dad4-48b9-bc74-1081c3edff78,Yozio,9068.08,Oven Mitt - 13 Inch
30a33768-75b4-4414-9ab8-7425ef9b9e31,Vipe,4537.56,"Cake Circle, Paprus"
a2b8c4e1-1ac5-44d8-bf0b-e07edec8e06c,Roodel,1826.98,"Soup - Campbells, Classic Chix"
e31c94b6-82d0-46ed-a9f2-022a6334a910,Photospace,2258.32,Shrimp - Black Tiger 8 - 12
b3f2c005-cf86-4654-8164-2ccc385c0470,Nlounge,4354.07,Muffin - Zero Transfat
9729fe39-6fc7-48eb-bf2a-a8a492f93819,Fivebridge,5555.12,Soup V8 Roasted Red Pepper
df2bfdcf-1541-44c4-bd08-07d189cb5ecc,Centidel,3883.91,Figs
5c380448-ddcf-4156-99e4-bc8653ab5ffa,Feedbug,776.1,"Sole - Dover, Whole, Fresh"
6193d053-f1da-4a53-a3ae-e9af852e5f83,Innotype,2196.75,Calypso - Black Cherry Lemonade
a63c6e81-f44e-49f9-9a94-02f79cb0409c,Jabbercube,877.92,"Ecolab - Orange Frc, Cleaner"
2a5d9b55-9f86-424a-aa52-ed3c9f85d646,Flipstorm,1980.62,"Juice - Pineapple, 341 Ml"
03026315-0a34-4e42-a437-5110d7e9542c,Zooveo,9583.97,Pastry - Cherry Danish - Mini
41839fbc-57a4-4711-b62c-275e08084740,Zoombox,3272.14,Boogies
91619556-4b9a-42b6-932f-26abcf0bd4ef,Linklinks,8642.26,"Radish - Black, Winter, Organic"
dd09ad9b-64fd-4380-a237-0b59b71d5f86,Jaxworks,8692.15,"Capon - Breast, Wing On"
a55085bd-e39e-4423-9ded-0efdab57dcb0,Youspan,3022.4,"Cheese - Brie,danish"
b153bb85-9239-408d-9730-ef9b48ae247b,Riffpath,6891.07,Bacardi Mojito
0fc8c7b4-22b4-4c10-8d8a-b2b1e63996ed,Fivechat,16.07,Wine - Marlbourough Sauv Blanc
6d85ec4d-e7c8-47b7-85a9-d05a8cf8e03e,Edgeblab,3056.8,Sole - Iqf
10678d07-3621-47d8-95a7-f006a04f0dc7,Talane,306.19,Onions - Spanish
6d534744-f3b7-4c8d-93d6-a28def78cc9a,Demivee,3506.18,"Leeks - Baby, White"
e6b55784-708f-4450-be7d-1f70ab793fd0,Livetube,7957.57,Cilantro / Coriander - Fresh
fb32544e-1d44-42fb-9b74-ba822be05aa0,Quamba,6037.06,"Soup - Campbells, Minestrone"
f40acfee-3cca-474c-b30e-98285608df60,Rhyloo,1585.99,"Clams - Littleneck, Whole"
81052e13-7c0a-43ab-a2aa-0d0278173077,Oyoyo,5444.06,Chickensplit Half
51679933-0404-47ec-8b75-fef6ca0d5f06,Dabvine,6822.71,Cup - 8oz Coffee Perforated
d29b94db-05a4-4309-8b26-de615dd71af7,Gabvine,4312.37,Potatoes - Peeled
25727e4f-1ab8-41fc-80fc-e9a6c7a67e2d,Skivee,3638.52,Extract - Lemon
ae9ca63e-6d33-4672-98cd-c9cfe5ab7479,Avavee,8281.11,Tea - Lemon Green Tea
f5953f44-c73d-46fd-b1f2-eb43aef75a57,Devpoint,1339.19,Salad Dressing
0787faa1-5149-4b34-a66c-458c15d223ae,Podcat,3607.78,"Zucchini - Mini, Green"
39bf5907-ead7-4ff8-8b2c-ea6b59d6b10c,Oyope,48.69,Cherries - Frozen
6925135a-f937-4a79-ac89-4ae87709b8da,Miboo,8894.39,Maple Syrup
b102c741-2cad-449d-a7f9-fe8bdc05faaf,Photolist,3686.34,Syrup - Monin - Blue Curacao
730540d8-33d1-41d9-83cb-ed6d8928874f,Roomm,1978.54,Blouse / Shirt / Sweater
85830630-b2b7-4630-b0ed-fd6ae38860c1,Devbug,4397.59,Island Oasis - Sweet And Sour Mix
6ea9ca20-c8db-4a3f-8298-8ae1c008c78e,Skipfire,8178.67,Wine - Pinot Noir Pond Haddock
5a6e7655-b10b-45f4-a868-914c6472a3f1,Thoughtbeat,3207.31,"Butter - Salted, Micro"
24dde7e5-fd94-4674-93c7-86ea3b16b0b8,Youbridge,6551.15,Bread - Kimel Stick Poly
64123839-c762-4dd2-80fa-4221f2359739,Pixoboo,9580.84,Pepper - Green
08d5e6bf-8375-45b3-8256-cbbcee90e4f8,Jamia,5563.31,Garbag Bags - Black
a35a129e-8726-41a3-a33a-85bbefbc6231,Brainbox,4661.46,Wine - Ruffino Chianti Classico
d347cf9c-b50e-4b7e-9128-192dcde61d59,Meemm,908.45,Muffin - Blueberry Individual
0e4acb36-f8a0-45da-bb79-defdf7c14d08,Voonyx,9916.9,Wine - Beaujolais Villages
d6e4f989-e940-4872-838c-abf4acc8d2bf,Skidoo,6906.98,Olive - Spread Tapenade
4e92f772-0725-40fc-8d6d-4dc211b05999,Yamia,5744.25,Wheat - Soft Kernal Of Wheat
cc907d9a-81b4-4dde-be21-f9827e89abff,Blogspan,6942.02,"Bread - Roll, Canadian Dinner"
1581f619-5b65-4356-a8fc-081196bb9528,Einti,6784.85,Cup - 4oz Translucent
2d2f5346-ea0f-4a82-81fd-4d690221b088,Photojam,8044.24,Orange - Tangerine
4b45f20b-80ae-44a8-9198-14cc322ee38f,Babblestorm,2765.05,Pastry - Plain Baked Croissant
b315b173-d91b-4f29-8099-eff3844dd443,Linklinks,1067.45,Wasabi Powder
5746aa09-079f-4e6b-b585-1ce0a5231f29,Eare,8454.06,Longos - Lasagna Beef
335e0c56-6f38-4429-9c72-df47278c772a,Jamia,6048.31,Juice - Mango
7948c510-a93d-4f3e-9032-144b61e847e8,Shuffledrive,4859.72,Cloves - Ground
8f4b505d-6385-46fe-b75b-8b141796f0fd,Jazzy,2384.72,"Rice Pilaf, Dry,package"
3df2b449-5758-4fd2-be5c-dab7a74f124a,Skinte,2719.66,Wasabi Powder
accbceb0-303c-4613-8a56-77bca0d5e1fc,Npath,800.86,Food Colouring - Green
5159f369-8a5a-4ac0-a410-9d0edf729f2c,Oyondu,5671.34,V8 - Tropical Blend
f24f6fd2-dc44-4b84-aeb7-c7d4e74d642e,Bluejam,2494.09,Sauerkraut
1ddee5b4-93c1-4aa9-bf17-4e17f5432b40,Brightdog,9987.58,Oil - Peanut
71900acd-e2d4-4be9-9477-0f4ba7d07838,Meezzy,5645.6,Bread - Olive Dinner Roll
ad70893b-3005-4b54-a836-05e0ce5e21b1,Edgeify,9203.44,Puff Pastry - Slab
d20c1cfb-afa3-4013-971a-3f8590fe40c1,Avaveo,4968.28,Olive - Spread Tapenade
371d2410-6664-4bba-b4d0-4b322c014ec8,Snaptags,9476.68,Cleaner - Comet
60073a23-7577-41e4-81be-4de0952b2c43,Gigabox,2381.59,Wine - George Duboeuf Rose
06ca2527-306f-4a65-a9e9-aec7a4ccceda,Quinu,1830.36,Lady Fingers
58cf1593-fa2f-4e35-8194-ffdc61ec082a,Reallinks,5596.28,Cheese - Roquefort Pappillon
2ad9ccff-f38d-4f36-b7ad-95c73f9635c8,Bubbletube,5581.08,"Oil - Olive, Extra Virgin"
b4c73522-02c0-4b96-b549-d8be67607c71,Lazzy,9456.81,Table Cloth 54x72 White
99a94200-b2dd-402a-ac0c-e5e8979374cc,Skibox,1397.47,Bread - Wheat Baguette
a9a83a4e-ada7-4215-b03c-f2893dd46802,Thoughtsphere,1927.06,Sultanas
e74ff0f8-6870-4190-a58e-f3188a826a47,Jabbersphere,9967.18,Bread - Petit Baguette
b2ce47c9-554b-4b2e-af35-2da87dc1c481,Thoughtbeat,3289.31,Extract Vanilla Pure
4ee32059-02fe-492e-82d7-05d878439220,Dablist,8876.63,"Pasta - Spaghetti, Dry"
a58c448c-d122-43b7-9a3c-f91553d15791,Jayo,4876.17,Chocolate - Dark Callets
cba8710b-727b-4b1e-b186-600be8fe9bc8,Centizu,9418.54,Nantucket Orange Juice
6f61096c-710c-4b34-b3f1-406c1db1f807,Skippad,973.92,Veal - Heart
3531bedf-f477-4580-8f4f-586b4049c363,Voonder,6529.75,Butter - Unsalted
7a6acc94-a8f3-419f-9310-a5a8d0818345,Meeveo,1661.55,Longos - Chicken Caeser Salad
f9af5ee4-ae4c-4bb7-86e2-7b7646c494f7,Jatri,4079.36,"Lemonade - Black Cherry, 591 Ml"
b33b1104-adeb-43ab-a9f7-fdba1e026aee,Riffpedia,7802.53,Truffle Cups Green
9d960a4c-7fce-41ee-8793-96b04b1daf96,Oyoyo,7181.43,Huck White Towels
fcffbf67-bc36-4de0-9bb5-0c70d413ceba,Twitternation,8027.67,"Bread - White, Sliced"
71931eda-755c-46de-9342-8b15b8c1be6e,Youtags,8428.8,Coffee - Decafenated
d05867f5-f372-44ac-b6ff-5e3b16266294,Tekfly,4474.23,Coffee - Hazelnut Cream
19b38f7e-0265-43c2-923a-f3a7e8ae9950,Skibox,2223.63,Dried Apple
d8449d9d-eedc-4a00-8cf1-305238776eb3,Youtags,2590.78,Curry Paste - Green Masala
45d7506f-6b13-42b2-9d2d-19ebf7f7437c,Realfire,8422.78,Hipnotiq Liquor
d2278782-0303-4f0c-a591-763e21b18a6d,Youtags,5957.69,Bread - Multigrain Oval
e7169cc4-aedc-4c9a-bd1c-2b7274b56b85,Babbleopia,7071.64,Rosemary - Fresh
ff44715e-755c-4009-a189-44158cd1a5f8,Youfeed,7610.27,Bread - White Mini Epi
7a34fa6a-dc15-4426-b62f-ac2c1418d6df,Dabvine,5978.23,Icecream Cone - Areo Chocolate
1dfca858-5b35-4902-b8cd-90431a1daf36,Livetube,5003.48,Wine - Tribal Sauvignon
24f8b624-09fa-4328-baa1-86973459a39b,Topiczoom,4366.52,Flour - Chickpea
a0ed5cf7-6cf2-4819-a50e-aa14861f2d02,Eabox,9493.12,Campari
7e9ef736-3f32-405e-9f3b-7be2321ec123,Zava,1492.77,Pail With Metal Handle 16l White
18e9cb13-0e3a-4fbc-b11c-821aeb0220ae,Chatterbridge,5803.18,Beef - Short Ribs
64d7d467-eb93-43dd-bba2-dc22cf33cd30,Jaxspan,2550.16,Duck - Whole
ad407e1d-6b4c-4c53-b932-116614602e43,Meezzy,9477.4,Bread Base - Gold Formel
fb97735e-a255-4e3c-a14d-c1e5b8fee252,Shufflester,6864.6,Sprouts - Onion
87330dbc-6701-4fcf-a11d-413424c1e19a,Eayo,4785.53,Veal - Ground
b29bc4eb-8d82-4ab5-ba5b-0278a340e9ce,Dabjam,9819.77,Island Oasis - Peach Daiquiri
0e2dc2b3-d5dd-4463-968f-5bb58f81f917,Youspan,7241.06,Kellogs Raisan Bran Bars
b697dcc3-3b42-4367-ae9a-9e5edf195c8a,Roodel,9088.7,Coconut - Whole
77b29d16-4c97-4a40-adb4-a4698f0a0a79,Myworks,1555.8,Oregano - Fresh
28f5b495-d1d8-4576-bd79-e74f777565e2,Twimm,8657.38,Hagen Daza - Dk Choocolate
fb4a7fda-5dcc-4972-9794-604e05628dec,Gabtune,1029.94,"Nut - Walnut, Pieces"
8195b5cc-166a-4a4c-9948-ae590d820bc9,Meembee,4910.57,"Jam - Blackberry, 20 Ml Jar"
8773bdbf-6307-4b6f-b1cc-9dcf66852c94,Ainyx,1566.75,Grouper - Fresh
61574bbe-c94d-4ee5-b354-2bc9bfd0fb02,Oyoloo,3103.65,Wine - Soave Folonari
a04539c6-30e8-484a-98d7-2a2b354244b4,Topicblab,439.67,Pork - Smoked Back Bacon
97c90ea0-0e45-44e6-ab12-81b5d3e13516,Voomm,9908,Hot Chocolate - Individual
cd0e0743-4b63-48f1-a4fa-8f9447697558,Skivee,9135.95,Chocolate - Compound Coating
91807e38-9c73-4dbc-a897-99d537ad1c05,Zoonoodle,905.59,Bamboo Shoots - Sliced
185ff7de-dab8-4bd4-850f-cbd509544308,Youbridge,27.44,Wine - Masi Valpolocell
472986bd-13bd-4078-8160-e35162ca9b45,Dabfeed,2462.96,Muffin - Blueberry Individual
cbc0ccd0-7683-462b-ade0-213d2d2005e3,Yambee,7326.39,Dr. Pepper - 355ml
c4bade76-0810-4cb2-af66-81ad1b80892e,Youtags,3225.87,Magnotta Bel Paese Red
63c6d988-d12d-47b0-8b63-8adbbb2c3c27,Voolith,9489.71,Duck - Whole
4466f6e8-ce03-425a-bc11-5a73a5c3134f,Divape,756.32,Squash - Acorn
a26ec7ec-22a5-45e4-bef1-f31a233b4af2,Bluezoom,8610.77,"Tomatoes - Plum, Canned"
628a9596-4b79-4a4f-91ac-7044b6dcbdee,Wikizz,4503.39,Juice Peach Nectar
19414bbc-4b76-4ede-8b35-c8b92e1a9ad5,Photobug,1973.92,Sprite - 355 Ml
d626eae3-864c-4693-9258-fce0455a166b,Youtags,1871.13,Veal - Nuckle
53d6300b-5f15-4c3f-97bd-88e137171a70,Omba,4434.45,Compound - Rum
2ad9ccda-860a-476f-8410-99ee636e2fa6,Livefish,4058.91,Flavouring - Orange
ab3f6b0f-df32-426f-b5e4-e5afab4632c4,Yotz,8987.46,Rice - Aborio
553f1873-df10-4698-98e6-9a1e0f7091c1,Twitternation,8484.94,Cookies - Englishbay Chochip
144a33e1-a2f8-4251-a68c-11cba102da46,Skajo,8671.19,"Vodka - Lemon, Absolut"
cee77ac8-e2b0-4db2-a634-f80ca6047000,Digitube,848.63,Chicken Thigh - Bone Out
93c1b20b-c92c-4e3e-9d52-128be131e049,Zooveo,69.09,Wine - Alicanca Vinho Verde
f15d7326-ff66-41f4-a6b3-f002f6bff8ae,Wikibox,6239.45,Stainless Steel Cleaner Vision
d473be8b-1902-4939-8a20-6ba315280fb2,Midel,6275.85,Pasta - Agnolotti - Butternut
30ff9f0e-d997-4cfd-9faa-545306e29df0,Brightbean,5489.44,Hot Choc Vending
0e1bfffe-e842-4e28-9a43-e0e65d824a9d,Flashpoint,3128,Rice Wine - Aji Mirin
7dbe5a00-d1b1-4169-9a61-518684987f3a,Jabberbean,304.81,Wine - Magnotta - Belpaese
c5522400-74db-401b-b296-46d52bffac49,Vitz,7055.4,Mustard - Individual Pkg
89331fbf-ea9e-46a3-8a15-262937b708ba,Realpoint,5156.79,Puree - Passion Fruit
0f86e91a-8013-4ed3-a507-0c43b49b40d7,Jaxnation,1231.03,Bread - Italian Sesame Poly
3492a205-cce2-4b80-b230-2a2ce6f8a4e2,Wikizz,7722.01,"Juice - Tomato, 10 Oz"
5ffb1455-2886-471c-a7fb-5069d3bc6912,Wordpedia,4553,Spring Roll Wrappers
8ffed4a9-e55c-4b01-b75c-e6a7c8a94263,Yadel,5077.49,Ginsing - Fresh
d1bdf0ca-09f4-4e0c-a2c7-da220853e385,Pixope,5303.45,Bread - Italian Corn Meal Poly
0c39fff6-83d9-4e2b-be24-6ebdfcdc151a,Buzzster,8209.38,Scallop - St. Jaques
509b44ca-6fb6-409c-8d79-d5c9a986e7d2,Meejo,9209.12,Muffin Batt - Carrot Spice
cc285264-43f7-4aac-971a-93d69694586f,Tagfeed,8556.49,Aromat Spice / Seasoning
0fb150ac-cdc0-492b-9377-caca04d36eb5,Buzzdog,37.16,Pie Filling - Pumpkin
d0b46152-5e87-41c0-8e76-ca876c325938,Kazu,1807.94,Pepper - Pablano
bb256594-9afc-4c1d-96eb-e673d86eb91b,Yambee,4661.87,"Coke - Classic, 355 Ml"
9b327093-2050-4711-886d-35f60f1feb14,Edgetag,343.33,Cookie Trail Mix
6f86ef85-9175-4cfd-b80f-6a119cbecba2,Browsebug,7716.87,"Pasta - Shells, Medium, Dry"
0f3a8030-3e68-43ae-8c62-6d6633c0838f,Topiclounge,8774.04,Wine - Magnotta - Belpaese
c5ae4d67-d67c-4b4b-a25c-bebd4f2b080b,Vidoo,6064,Cornstarch
d215ad93-5509-4bc8-88fc-6233f76418e5,Realmix,5492.17,Wine - Vidal Icewine Magnotta
cb5de41e-de21-4827-a478-95bf554ff99f,Zoomdog,3740.4,Snapple Raspberry Tea
32542713-ae33-4a4d-871c-545bae6265ea,Dablist,1338.05,Eggs - Extra Large
33c1094a-a40d-4370-ba4e-aeeba19e8fa7,Thoughtsphere,5840.27,"Crab - Blue, Frozen"
395b82fe-ab01-4d33-8ef5-c07490653eee,Browseblab,86.46,Calypso - Black Cherry Lemonade
e7e89ef0-d10e-446e-b3d7-5f29ea089769,Fivebridge,917.5,"Rum - Dark, Bacardi, Black"
75fdacba-60e2-473c-ba2e-3d00c3acfe1f,Linklinks,9973.26,Shortbread - Cookie Crumbs
d65d4ac5-6fa8-47b8-a8bf-4008ff89a227,Blogspan,3669.56,Irish Cream - Baileys
db7b9c8f-ac45-4593-973e-37c845b7f99c,Twiyo,8430.3,Sprouts - China Rose
1dc2756b-66f9-4731-a1ba-2f8b815a21ac,Trilia,2422.41,Banana
fb005759-77c2-4231-891f-764a63e2d12f,Eadel,9633.89,Wine - Black Tower Qr
6701bacc-2f6a-4307-b550-70505ac4421e,Thoughtstorm,9753.12,Potatoes - Idaho 80 Count
126f84db-2b1c-4421-9ecf-3993b01f86c0,Photobug,1879.3,Sauce - Oyster
e2e2af2f-0e77-45b5-a3ee-56460a56a87c,Kamba,1342.2,Muffin Mix - Banana Nut
60016e01-d509-480a-abfd-a5b86a50b86e,Pixope,5252.73,Cheese - Gouda
2c7cd3ae-5ee5-4a7d-98b3-3a61c651e3e7,Devpoint,1711.53,Table Cloth 91x91 Colour
91461cfe-34ce-48c4-b5b8-eb2b9bfb6495,Yombu,2985.42,Pizza Pizza Dough
2eef588c-1470-4dcd-8170-a924d7e04735,Jabberbean,4006.99,Syrup - Monin - Passion Fruit
6d0b60fe-2184-4177-829f-5a7ca41a1d72,Dabjam,1742.61,Wine - Rhine Riesling Wolf Blass
90ff9539-8608-4d09-97ab-593dacbef24f,Fivechat,9220.24,Swordfish Loin Portions
bc9372f2-7c34-4141-88b6-01617f7f8932,Livetube,1113.83,Raisin - Golden
95ff247d-763c-483e-879e-26328accad95,Devbug,9516.76,Teriyaki Sauce
a61c7332-0fa3-4ea7-a247-adcf5fb61e34,Dabtype,9808.26,Wine - Savigny - Les - Beaune
07ce0407-7da0-4365-a0b8-237a2881215f,Realmix,506.72,"Tomatoes - Diced, Canned"
37185009-bd23-44b1-92fb-cb48499d9438,Skinix,1752.06,"Pasta - Gnocchi, Potato"
d8f64ff5-8f15-4d82-8c27-2145951974a5,Kazu,7358.19,Lotus Root
826a1863-d45c-4e20-a50c-7fd3fa9b97e0,Fivespan,7507.22,"Juice - Tomato, 10 Oz"
2508a021-2f60-4772-b4c4-03a57eb5e682,Skyvu,9378.22,Pectin
7f661bf8-f3aa-4a0a-b13d-91b677d7971b,Leenti,2546.96,"Juice - Pineapple, 48 Oz"
5c5ff397-5ab1-4213-b72e-1cbf2384b1c4,Mynte,3257.21,Sterno - Chafing Dish Fuel
7d81b95c-2169-479f-9551-34b63259b61b,Trudeo,1622.25,Jameson Irish Whiskey
e0b5503d-c356-42c8-ba8e-af93effe6178,Feedfire,2540.79,"Lemonade - Kiwi, 591 Ml"
2802323b-31ef-488a-b2ad-6d3a3b807c90,Jaloo,2532.32,Soup - Campbells Chicken
70b725e3-fe9a-450b-be8b-045587e62eb8,Digitube,1976.18,"Water - Spring Water, 355 Ml"
32554c4d-8faa-49b6-8462-1cef44750c52,Riffpath,4522.91,Taro Root
3f2aabbc-8ac6-4950-af61-0dc25e701bfd,Realfire,1644.7,Beer - Original Organic Lager
842783f4-d7a8-4084-92b3-7f9327a5741c,Lazzy,2030.68,"Soup - Campbells, Classic Chix"
