inventory_id,item_id,quantity,type
3d1e8b1a-91e6-4ead-b526-5170a0d52bd8,d45ddf45-f208-4d9b-bac8-8cb9e892f197,83756,Tarragon - Fresh
f9623dd3-3436-4e76-8c6f-d3fd44874684,531e2fee-930a-493c-8c43-587621401775,21851,Beer - Camerons Auburn
f8ad3773-629b-4687-b153-6421149cc449,1e051741-2ea7-425e-bc7a-8a1737924356,88055,"Juice - Tomato, 48 Oz"
d18d8738-0abe-40e5-9bb7-7495e0cbdc72,75c4c608-2df8-45de-b2e0-b4c4988222df,41362,"Cod - Salted, Boneless"
6c7e0902-dad3-48d0-84dc-007892929120,f3ffed47-93cb-4246-ae61-509af16ee184,38453,Sambuca - Ramazzotti
5a5dca8d-1ad0-4a29-a93d-d6d7c689656f,18237cc3-c49e-43cc-a0e3-08e8ada764f0,92877,Lychee
90d77571-c06f-4ea0-a39f-7d05432d517f,bb61620e-9037-4572-ae49-1f4d9c488fd9,47656,"Lettuce - Mini Greens, Whole"
508c3bba-dd20-4fbc-8092-d2973ac1d412,3ee50ce1-8944-4f80-b584-7a8f499bbbd1,41305,Artichokes - Jerusalem
91510568-1f95-441d-804f-37bf03fd44c2,21c7f9b1-7872-4615-9686-9f345c0e25ef,30405,Cake - Sheet Strawberry
a8dfa2ea-9279-4f1a-a03e-10f47f56e38c,05099636-74a4-41bb-8113-d479cd1ad4df,123,"Coffee - Beans, Whole"
50ef70f8-608e-4909-9838-c65a2e28cb98,0e7b6697-ca1b-4852-b425-319416401b18,9301,Truffle Paste
993bd719-225a-4a69-a981-910be13173bd,33374583-d638-490c-98e2-2be8297425af,57785,Pepsi - 600ml
27d2a4a5-6928-4dd4-a62d-845402393718,d5cfa74a-8889-4487-9715-db659cefba4c,51398,Beer - Labatt Blue
ab6b2061-8712-464f-9724-167d2de65ceb,66c24512-1179-4fe4-a341-2b23cf9d3852,65868,Guinea Fowl
55d9e263-e5e2-43d9-86e3-8c995acf0e76,7044af9d-b5b5-49cc-a293-f2a32da94e84,20093,Beets
a7c108ae-a605-4e5c-a0c6-b9d5a45b87f2,c7937441-9262-4937-a6a5-318e5676c7e8,49383,"Wine - Saint - Bris 2002, Sauv"
808fbe44-4192-465b-8c90-d22fbcd9ec0d,ce696afa-548c-41fd-bf68-763a289b3afc,29064,Ice Cream - Strawberry
e16c9600-0e9a-43d5-8b61-5daa84186350,699cf0e0-9f7e-4759-9c87-9925383e7079,51281,Cookie Dough - Peanut Butter
c9cdc37d-732f-408d-951b-f21ba6df782f,283eda8f-fe21-4c8a-b478-8eedc9bc6a6c,84755,"Pepper - White, Ground"
7009c4e3-f0d1-4314-8892-fbc9a47aa730,b95407b8-379f-44bd-bf64-00644d0d89d6,67438,Buttons
23d9e6e3-ad08-4f9d-a7c6-b5386ae95d72,f283b74e-aa6b-4e18-89d0-fb4aadb6d0dd,88842,Yucca
0ecd7ae7-bfdd-4cfd-91f9-1897bb54f252,94683045-87c7-4d31-94b2-348921a2a34f,68347,"Pasta - Gnocchi, Potato"
b55e7da8-1521-4e5f-a1a0-fe32e8b3ab36,17a6b8a6-9526-4256-abe6-d7fd76f96d3a,36457,Cilantro / Coriander - Fresh
8e7f833c-d571-4930-872a-26d482528bfa,5c072ead-2db7-4aed-8bc7-81c1d606b377,5569,Beer - Sleeman Fine Porter
fb000526-2b20-4152-893d-e207024dc932,76d1c594-cfd9-4db1-bddd-db305b5bbe08,35517,Icecream - Dibs
022ba030-8d9e-4535-8717-f94953af7a53,2436b1e9-2638-4ea9-88ea-9c9ba9b538a9,28114,"Salt - Rock, Course"
fbe07111-b8f1-458e-bdee-49b6d552cb43,61f72ca5-b887-4471-a448-e165f1057d4c,92611,"Pork - Tenderloin, Frozen"
b65eb2c8-64df-4dd6-90f6-967b1f7085bb,7cb4ca54-10bc-45eb-80f0-6f02b40bd909,38018,Absolut Citron
d87e8608-18da-41b1-9b00-cab384dff99d,c4f19f04-1cda-4899-9047-dbce65a1a98c,53279,Shrimp - Black Tiger 16/20
2c6edc29-6c68-4266-b0f2-b28cd8a26085,aa11ee8b-dcfc-4fb9-8ea8-231c024eb5e3,95366,"Lemonade - Black Cherry, 591 Ml"
0a7a3139-4830-4857-9784-bdd26f8380df,a7441729-0907-4264-bc61-35aab7fbd414,58631,Ostrich - Fan Fillet
a93aff3e-bbb0-4d1a-a24a-3764c90fe35d,6c8f32f6-a7e3-4bf1-b5d2-0b4f969333a4,75944,Tea - Herbal - 6 Asst
ec08eeeb-07ac-4eb7-9466-52e22e9851a2,d34a51f1-49c5-49af-b084-313605f4b41d,90850,Wine - Tribal Sauvignon
c3831648-239a-4fd5-90f5-02201d5bdd63,a17b4a3b-881a-429b-b3a4-1c8ded8cb6e4,74943,Bread Crumbs - Japanese Style
e65073e9-cca1-4780-997a-bcb71a17298b,d5a65e89-fd74-464f-a220-afff719f59e1,80331,Vodka - Moskovskaya
9099539c-6e3c-459f-9740-8a52cfed6e95,9a02b680-84d6-4f6b-8a43-d0280c92c7e1,52506,Pear - Halves
42208d2f-0acb-4481-8213-eaddaa65be24,9e170a00-36b3-4ad2-bac0-71e71f5d6444,48833,Capon - Whole
39153003-4019-43e9-b499-bdaf7ba581ae,35ed460f-df8e-467e-8828-89708478dfe7,3965,Carbonated Water - Strawberry
c8ef0b04-8d63-4c24-9b38-d96132a8441f,b4849d71-40dd-4533-acc9-353749f26fb0,51368,Bread - Italian Sesame Poly
575be22f-6879-4fe8-9b9d-a7a98beaa7a5,c4d8e67a-26f4-4623-a01f-7dfb14449705,97872,"Artichokes - Knobless, White"
64823f0c-e5d3-47ce-a325-fb7a92991191,8c980d47-6d16-4da4-b272-83ce19e20985,60841,Foam Espresso Cup Plain White
3ed1ca6d-a235-4c41-8f04-34951718cd4c,7b89979d-e089-4ff9-bffb-8d97bf7f1b07,5860,"Pasta - Linguini, Dry"
86511745-9606-4543-b431-b84cc2587c96,5e7a8492-8ec5-46fa-93f7-064689a9d006,79597,Aspic - Light
c9be2dd6-0d8e-43a2-842f-e3291f55d454,f5393cdc-241d-409a-8755-19bbc638cfa4,20697,Jameson Irish Whiskey
649e32b1-f550-4adc-b6c9-24555f0ad69f,cd51e6a5-3767-4fc4-968b-8e1d3088cd20,84922,Shrimp - Prawn
7bba2593-1399-4b72-93d0-992dca91bc19,05f1db65-7c8b-4f62-a1f1-543695f9a988,35657,Longos - Chicken Cordon Bleu
5c732e39-8a89-4d1a-af33-f26799ec5588,bc1d1fc4-aab9-4c5f-9b4e-1f4f9764df92,37391,Cookie Dough - Peanut Butter
5f2a2d4f-b78b-48ff-ab32-860d5eade272,994ada0f-f5b0-47c0-892d-94f27b258475,32705,Crackers - Soda / Saltins
432ec2eb-a900-487a-9c4b-29f7df786350,ce9fe773-f8bc-42a7-b3aa-e7e3701ce783,89323,"Yogurt - Strawberry, 175 Gr"
c2efa6c2-11ac-43e5-8d27-c9d23935ce90,e39fa651-9c71-4005-ac71-494e5b38ef49,35615,"Carrots - Purple, Organic"
c26073cd-26cb-46dc-8a2e-28a69033b756,9cbad049-8224-496e-b4b6-d9d965611228,74912,Beer - Paulaner Hefeweisse
8be61f8a-6f89-4553-977e-f8859698f05b,c1d09437-2eb3-45e1-9e5b-baa73f8f3e7f,42707,"Juice - V8, Tomato"
b6a57003-5b2e-4a5b-98d6-fb11d67372f1,659efa9c-c280-4ac6-932b-626a9d227c25,4689,Water - Green Tea Refresher
1bb4d14a-b899-43f6-b276-ef8649fcab40,d643aa2c-ec79-41b5-8745-19369dd9b905,40695,"Cake Circle, Paprus"
57512d5a-a4bd-423a-b59a-abcb46a3d102,2e1662ed-a064-4373-b26c-2d7918650595,81310,Goldschalger
94f96871-4115-4f70-aace-070c01062397,c796b5e6-8737-4ab2-9593-80952d10724f,55936,Cornstarch
29d959f5-b067-40ec-a1c9-9485384b9ca4,1b7519b3-3e2d-4df0-bea0-b4464128260f,29623,Pepper - Gypsy Pepper
18e4d564-78c8-4506-97cd-bb30644ec5e1,f85d21d5-f511-4c6d-949b-c099aa79cd29,80255,"Wine - White, Ej Gallo"
0868ad68-7ee8-48cd-9702-6558b22fba6f,25d2a078-5d6e-441c-aa49-51f3d54f1542,56015,Veal - Inside
e7f03076-97fe-4044-a85f-a244e3933748,b3b36818-da40-4539-a939-3be6720ac786,9046,Bacardi Breezer - Strawberry
a835f466-0156-40b4-ba25-43492b14bbc6,908c0cb4-cf75-4054-947c-04a1b3aa0a69,62418,Wine - Zinfandel California 2002
4c2b4475-a166-4bfb-badf-49e30dd948af,500bcb32-a09e-4c78-ac73-1a14b62b1b35,20572,Lamb - Ground
dd030e09-a460-4a98-ae32-fe299e197855,a316f9f5-db7e-4335-88a0-94c795d78858,88812,"Water, Tap"
a2e1978b-a2b1-40c1-a2ec-793973b69b65,e39b4cd6-fdf6-47a7-80f9-30edb3bf9167,34673,Goulash Seasoning
29adf53c-581e-408c-a11f-ad0771a60e7d,762b3513-6277-4e4e-acae-71f25fa7661d,78670,"Quail - Whole, Bone - In"
085bd912-01be-46e1-ae6c-c999fb8ec325,f8559e1b-4f97-49a9-887a-ad01ad028c90,6053,Veal - Provimi Inside
54f65792-e72c-4fcd-979f-b21d21d7cd05,57fdecd5-3678-4121-b0c5-218823cc59d4,21767,Brandy Apricot
6d386196-2b18-4ac2-bafd-eda361698c11,d62fc464-9f74-4366-9ee8-848a5bcb52dc,59416,Black Currants
bba6ffa3-90e7-437f-85d0-ff481ab4ec48,a94d9d3e-7ade-4283-98e5-dd9158be7e3f,86311,Island Oasis - Banana Daiquiri
53d557a1-98a9-40be-bba8-1fdeba5a01d1,7b7965da-a684-45eb-b733-8fa3f021a502,5209,"Chicken - Diced, Cooked"
0ee4d3f0-7779-4499-be69-982aa71b46b0,5c0b2d97-8ded-4604-961e-cc28ae4be56c,63307,Cup - 8oz Coffee Perforated
f4f34235-9772-4425-b975-b8852b19fde3,341af02b-0d15-4d0f-818d-a29a84d96109,17131,Chinese Foods - Thick Noodles
68b85623-7e89-4e00-8ee7-86b26f07fb47,bea88aad-c1eb-471a-b01d-0a4bef8ed689,93412,Rosemary - Dry
a4643350-d246-4a58-9924-aa59894ed86a,40cc42fa-d787-45d5-8f5c-8ec070d03c67,88030,Sprouts - Corn
d64d697a-775f-43e8-afc7-cfa548d63a9c,01720e38-fc45-4d91-a3eb-0a8bb41f8b2c,2670,Soup Campbells Split Pea And Ham
12fddc10-d808-4261-9298-858f63437f9b,ab73621d-ec26-4e0d-91dd-42a2bead5189,6597,Beef - Striploin Aa
be9a9317-1731-4717-8cbc-f7e550b60b8f,9632a198-9df4-4d0c-8703-c4aae553cacf,91551,Wine - Pinot Noir Latour
09010718-cc68-47e6-8f63-8bfefbc90141,02afe81e-e708-4b24-ad36-0802f2c25bdb,40019,Compound - Strawberry
5f339800-1b37-41e6-993f-80703512317d,f83cf801-f296-40db-8a99-5766e80b493d,6342,Marjoram - Fresh
19b3fa11-6eda-4e2e-bb68-662cf06636d9,903c955c-19ab-4b4f-8c78-6c37b1cb3dbc,33982,Sprouts - Onion
a104a6cf-8a3b-4b46-8eef-9e49a2a0a2c5,798a922a-d612-4361-8598-17d9957b776e,92360,"Nut - Chestnuts, Whole"
18f947c0-5c36-400c-9b12-6470a9a254ef,27fcd844-93c4-472d-88c9-c6f52d1e9d97,68428,Gelatine Leaves - Bulk
a3fcee7d-c38c-4200-99ea-cb4f39660c08,84273ae7-639e-4cfc-8af7-1a459067c9d4,57579,V8 - Berry Blend
8c51b6d7-8da9-4b4c-8361-24a99213f9bb,2af3d270-cf8c-4fcf-adcb-e44b078f59c5,72691,"Pineapple - Canned, Rings"
9e7d2bb0-7b03-4454-9780-0cba7af9090d,88547bff-8bf0-439b-8f87-48a08bc23b14,73592,"Gingerale - Schweppes, 355 Ml"
4de5ed4b-d56f-4fb5-a32e-c92f9fb77091,97177616-a1b4-4170-b6d1-f1bc669a90f0,1332,Bread Cranberry Foccacia
e353d00e-f511-4a5f-9dff-c8e80671178d,b807f805-a0ca-441e-a811-afe348547176,67359,"Club Soda - Schweppes, 355 Ml"
50ad8a78-4475-4082-b016-0b05d4dd534d,4c55a9d9-d54b-4f64-aa1b-0942d998d440,20284,Magnotta - Bel Paese White
23cb8cad-f3bb-465f-998c-e74823eb0356,5a848901-2918-4cee-ab22-1110eafa25cc,47949,Beer - Rickards Red
ecb59865-e90f-4cae-bad3-2a9b0051c0f0,79321e67-d95f-4332-9f86-e5aa1685b8f4,44912,"Wine - White, Ej Gallo"
1fcb6b6d-db19-4ba8-a26f-f6f9326bd96b,eedf7d9c-8f53-4d8c-85e6-c4e26ac63bf9,19460,Carrots - Jumbo
0fde5d7d-ba49-406f-8d42-cacfb4a47239,eb923752-660c-479f-83af-3d3b7445062a,95590,Beef - Tenderloin - Aa
541a4a82-1835-4d0d-b50f-2c0f88c84b06,ed055ceb-2211-496a-8f69-65bba9e6c780,81561,Soup - Campbells Chili
da09f18f-9da4-4fd2-bcc1-454990669357,1051f697-28ff-447f-b0fd-7fbdd22b4955,49590,Nescafe - Frothy French Vanilla
c70ec07d-54ce-46a9-94e8-73de601adbb3,3acd52ae-a8aa-4718-8ed4-09be61254e4b,44247,Pastry - Baked Cinnamon Stick
c11bb1bd-bd5a-4013-93d6-0c8ded6d24b8,b6d60f4c-a2e8-497d-b708-3af8c41f7d66,46821,"Tendrils - Baby Pea, Organic"
4c91e311-c1ff-4a9c-9702-a7dd9cb75834,f193c20b-ae33-4436-af02-f66a176864ee,4077,Soupcontfoam16oz 116con
e79a3c25-3cb9-4480-96c2-9f34732d767e,eda2b26c-44d5-4837-ba1c-7c9f2fe3b7dd,67915,Capers - Ox Eye Daisy
3b0a9107-fef2-4abd-9fb3-e2599c00e113,958913e6-d6fc-4ce5-997f-e6cf18e1508e,20140,"Ice - Clear, 300 Lb For Carving"
e0495264-091a-4b0f-a2fa-6b80b64054a5,f57d2dc8-fd66-4935-b9a2-bbe4639ec77b,89138,Pepperoni Slices
89278d7b-e4a6-4541-a67e-7f330173a980,0dfe2414-1ccc-42c3-9fb4-009384edad62,6261,Passion Fruit
d83546c3-f11a-4d9e-ba91-9689eaa86da0,13e02fb1-4931-4efe-9744-9866c03f754c,94393,Pork Casing
66019cd5-2f3c-4197-a6d3-969aa4cce58a,7479b043-12b1-46d0-bbcf-6f56ec6ef014,58768,Corn - Mini
999ef6e9-1001-42fa-9967-79b9070c820a,9175c971-9350-4943-9f8c-e67ba6ce60e6,71862,Puff Pastry - Slab
c9c3f785-c00f-4d6d-86f8-bc9e04ad06cd,b1f99c89-01bc-4159-a2e8-726cc10369c2,71954,"Coconut - Shredded, Sweet"
6ef43b24-7e80-4057-8dd9-045836749fe0,ff468ee6-c9b2-4b8b-a195-675f0333e921,16620,Milk - Homo
f0276a6f-b1dc-473b-87e6-44b2f585eb9f,faad1f83-709e-4e85-a319-f1ed49f562c0,26452,Flour - Pastry
b4640ce7-7a34-4b62-9f65-f9ecad196083,cc434e95-81cb-4014-8284-cf07bc6bf517,73396,"Syrup - Monin, Irish Cream"
3e7596ac-ffde-4de4-a507-1060c6afd135,bea91dc2-690c-4f97-9496-f19cd3cfb832,18584,Bacardi Mojito
c70906b8-0522-44d2-889e-e0cc5b1082e8,acbefc00-b8d8-4bb9-a6a8-e71f81aab164,31002,Juice - Propel Sport
d01f3acf-b978-4614-b810-13427501c843,5ed95491-6c41-42e7-bb93-342fabd1ef09,92389,Mushroom Morel Fresh
5a8d68cd-7441-45c0-9080-bfde13d8dd3e,023d52d8-a054-481b-a92a-49eadf30d6c8,34024,"Red Snapper - Fresh, Whole"
8ab17992-cdae-47ac-952f-b97a0d27a623,4c5f5791-8360-4e55-8954-b4d18de6f83e,58138,Napkin - Beverage 1 Ply
a02940f7-ff0c-46f4-a69f-e0148ec19f76,027c9dfb-d0e1-4010-a076-acfc04b660ac,59577,Cheese - Le Cru Du Clocher
1643476e-1ee5-4115-a30c-74ef3ea697c7,d5985eab-f43a-4b09-bcbc-b06ab0cfa32e,25002,"Beans - Black Bean, Canned"
9095de87-818c-40b6-b444-6412bd052f08,267d7c48-cfc1-40e2-96a0-0dafd8dc018f,50128,Wine - Rioja Campo Viejo
a7b83fe7-c982-4e61-9a11-c365d5839346,60b7a35d-489a-4e73-a379-ccf6633fd665,24617,Noodles - Steamed Chow Mein
40f044c8-3a8c-468c-b8bb-13ada3bf0b4d,d13163fd-1eb6-4a0c-9f67-8756f2c49b7c,16428,Bread - White Epi Baguette
5ff1f98e-3614-4751-9046-c2814575f3ec,cdce6643-581a-4493-b19b-e38fb3016fe5,41389,Coffee - Dark Roast
d6cb2a21-7b47-4faa-a941-cdad336e78ae,a3665e69-6f58-4408-9361-51c1facc46d4,74363,"Napkin - Cocktail,beige 2 - Ply"
abb87e07-e44e-46e5-b703-ca49bae4aad7,69420999-6b99-405f-bc36-2ba9ea6996db,26271,Artichoke - Fresh
7a526006-cec3-4400-8adc-d5e381759d9a,caead50b-e6e6-49b2-9695-df08ba7d9389,45425,Vinegar - Red Wine
50cda219-80cd-4bf5-acf5-2078173c130c,60c61bb7-219a-421b-87a5-46056297de72,29578,Shiro Miso
4dff7d73-912e-4b3b-ad41-cbc2ded93ac2,bb9bf1f2-8524-4ec0-a5e2-9170ceae3cb5,20209,Munchies Honey Sweet Trail Mix
7a8b7901-6abc-4235-8307-f7d6ac56f55e,9b40b07f-7275-4beb-bab4-471431d1d8d5,1848,Cheese - Cottage Cheese
67ce693d-23f2-4058-9bdd-405ffd355e12,88cd43b6-3c98-4e3a-a93f-b57b74c85f63,44554,Irish Cream - Butterscotch
4bf33acd-48bf-48fa-9235-d8bc1c10c5c4,9d6bf891-1a01-4d9f-aecf-605a429441d6,59477,Bagel - Sesame Seed Presliced
cba9b106-3b23-49bc-8607-3a3bf0e02e2c,82d55570-1c5a-47a8-865e-972200f3b5fc,42270,Fudge - Chocolate Fudge
44d870a3-a57a-486d-8ae4-d79f1dc6326b,290ba33b-ee21-4ca6-b0f2-192bbef8e90e,84276,Nantucket Orange Juice
4cebcc2c-3e18-4c5d-8e6f-4f201219afc0,efba92ed-1fda-4833-8ace-ec8482492557,90316,"Lid - High Heat, Super Clear"
c333328b-90f4-499d-bc2d-e0ddcde192f1,5d4dbcdd-2096-4b35-a92f-67f0791a700a,59547,Icecream Bar - Del Monte
f3817139-090a-40ef-bd63-a0b2f9d816e1,a3485128-cacd-4581-9f58-02fd3c1ae346,65865,Ocean Spray - Kiwi Strawberry
e84a0793-cb47-4fad-a751-2c95df941045,6757733b-8f22-4324-ba04-1d4d61363439,41835,Onions - White
a0b52772-ec23-4f88-b014-6c3788502aec,bead7b1b-2d52-4174-8325-2e6ec5f118cb,30675,Remy Red
f51d718f-f4c7-4c76-8990-6548aedbc29b,d5b4a1fc-51c5-4369-b2a9-73b72a74fd72,70643,Wine - Wyndham Estate Bin 777
57c3490f-934a-447c-a46f-f577e74401d1,51022410-a902-4993-aa6a-5bfad254792b,91727,Bagel - Whole White Sesame
effe79d9-d618-41fc-99d7-9bca853cb8ff,32e51da0-e1a8-43b2-a4d3-5e01b0b3b45a,55550,White Fish - Filets
9a4196f4-bc00-48ba-a2c0-15b44eaadabf,5c1fadc9-8735-4b8d-8a02-31caa6379676,17263,Ice Cream Bar - Drumstick
b741aedd-2ad9-46aa-8214-08eb813ae2cc,f0c6370c-5117-450f-afe6-cf1cc9063ddc,73017,Oil - Sunflower
48410f8f-ce05-4a61-9256-1b1fa8e25c3c,86409a48-43cc-4a10-a9a9-a7059f8c1ace,80909,"Iced Tea - Lemon, 460 Ml"
4fdb5a26-41e9-4005-8604-689297f4cf45,7dd5739a-e7b9-43ea-bed7-c521dae99557,50937,"Juice - Cranberry, 341 Ml"
54c40bca-c44b-4ae1-8fbb-eeb1a9263d6e,81aee85d-9887-4068-b57a-c61c7e13eb75,76942,Beef - Striploin
d86b3670-6cd6-4eb3-8e38-2eedc2079d1e,2486ac56-e79c-4b96-83af-ddbb43cd25ae,63095,Island Oasis - Magarita Mix
d9949b84-07f1-4119-ba47-82392a7d495e,22410d97-fa5a-47db-a172-23871e462992,67347,Pecan Raisin - Tarts
5f51db21-feeb-4d2d-9628-e1c64984d06e,a91a7544-8518-45f4-ac31-c65b72b0919a,58657,Wine - Pinot Noir Latour
55a279c7-55db-4b64-ba1c-3ec6933c05f1,2683131c-245a-4d34-9008-aeec8f94eb07,25438,Onion - Dried
e09f84a7-736b-4375-96b8-b04ec8470cd0,e029adf8-574c-4b53-befa-36b3e1937221,58332,Bread - Rosemary Focaccia
bf850448-9365-49c8-b3cb-c2c460eb13e1,0f562e5d-73ba-481c-9656-02387fbfe877,49420,Flour - Teff
8b58500f-1a54-4d31-b9c2-a55d332677b3,2b65d865-a8bb-4442-8443-2855088a9dc8,8528,Ham - Cooked
b2171fee-1271-4949-99ed-9526ca3c6027,7eafc405-53a0-4c10-840a-37483f742af9,52658,"Beans - Black Bean, Preserved"
e3090200-e53a-43fa-b49d-51c2681ff07d,edf0948c-f978-4227-a07d-76a240a0c33e,97472,Cranberries - Dry
bff43d55-b753-47eb-919d-26fde71115a8,f7930eec-0924-4aa6-a13a-fd436a9a6013,37666,Calvados - Boulard
f6a4ef09-f87a-43e5-ab38-81dc9fc361e3,0a720550-6d68-4d89-b575-98e7b3950de6,91958,Chick Peas - Dried
3e91e727-043d-4b97-805b-0d0759baae62,a959a37f-a55a-493e-82d7-ebdb05f7a538,20847,Grouper - Fresh
bfb671e5-fdd9-49b3-b0ad-11744cdfe278,f5227cea-d046-4a3c-8cde-9de1843d47b4,93712,Pie Pecan
80177c8d-eb47-4e1f-82eb-cba0bba9707c,a0900262-5679-482d-b77e-131716e32863,41997,Bread - Sour Sticks With Onion
b5442002-fc35-4c02-9fa0-1cd82b0db9fa,ff1402d5-5cf3-4cb5-beff-a70dc068e21a,92692,Beef Cheek Fresh
f2a25098-035b-4ef8-967d-5ef03cf84bfd,67239d03-889d-42c3-a459-fa00b994974a,19857,Bagel - Whole White Sesame
1a2920f4-bde3-4419-9934-56256e5877d7,69c71809-dce9-4fa5-8444-07dd2c9e3249,56523,Potatoes - Yukon Gold 5 Oz
3ffb87c3-c5a9-46fe-8f1b-893baa0d107d,2b2e5526-eb9f-4dd3-93f4-a1707ebe2ca9,70813,Beef - Salted
d48e5436-a8e9-4659-b3c3-f7f315633bcc,4fa5913f-dad4-48b9-bc74-1081c3edff78,14480,Oven Mitt - 13 Inch
a0219182-bc13-4d10-a883-ce59f0616f06,30a33768-75b4-4414-9ab8-7425ef9b9e31,96545,"Cake Circle, Paprus"
a82b19f9-f872-4ae5-90e7-3d41228926a3,a2b8c4e1-1ac5-44d8-bf0b-e07edec8e06c,89451,"Soup - Campbells, Classic Chix"
df8641e7-85ae-45a0-971a-3d2ea4c36f77,e31c94b6-82d0-46ed-a9f2-022a6334a910,35678,Shrimp - Black Tiger 8 - 12
ec3d0fd0-d763-4fec-a786-87838515ec9e,b3f2c005-cf86-4654-8164-2ccc385c0470,39164,Muffin - Zero Transfat
fc097410-9668-4921-a4da-024c668e7103,9729fe39-6fc7-48eb-bf2a-a8a492f93819,58358,Soup V8 Roasted Red Pepper
a1c16682-c000-4180-8b05-48632d007899,df2bfdcf-1541-44c4-bd08-07d189cb5ecc,1922,Figs
70b8a5de-88b6-470c-8583-230b7125218b,5c380448-ddcf-4156-99e4-bc8653ab5ffa,13055,"Sole - Dover, Whole, Fresh"
f4e36a36-7de8-4d5a-9fe3-3786f195ee44,6193d053-f1da-4a53-a3ae-e9af852e5f83,25945,Calypso - Black Cherry Lemonade
241f9772-0aa5-4f3f-82ce-adfbaca1e4f9,a63c6e81-f44e-49f9-9a94-02f79cb0409c,892,"Ecolab - Orange Frc, Cleaner"
bb9fe859-21ed-483d-bacf-a5a57d9eecab,2a5d9b55-9f86-424a-aa52-ed3c9f85d646,46624,"Juice - Pineapple, 341 Ml"
794d80b8-f5e1-46a9-9ca3-d4a8d7965d56,03026315-0a34-4e42-a437-5110d7e9542c,18545,Pastry - Cherry Danish - Mini
1aee5ac8-56e4-4ad9-91c7-5d3f7b8a1152,41839fbc-57a4-4711-b62c-275e08084740,36830,Boogies
b98ca335-d745-4604-a033-715c058b0bca,91619556-4b9a-42b6-932f-26abcf0bd4ef,22262,"Radish - Black, Winter, Organic"
bff5c507-90db-4281-80a2-ef03f6d61ae7,dd09ad9b-64fd-4380-a237-0b59b71d5f86,4955,"Capon - Breast, Wing On"
71c4e9c4-8dc8-48e1-8d3b-88661bb117cd,a55085bd-e39e-4423-9ded-0efdab57dcb0,27285,"Cheese - Brie,danish"
4637b0ac-a67f-41d5-bc02-05b9cacdf86e,b153bb85-9239-408d-9730-ef9b48ae247b,90487,Bacardi Mojito
9a7cc17c-2c0d-4b53-a9c1-8ede616cf380,0fc8c7b4-22b4-4c10-8d8a-b2b1e63996ed,35183,Wine - Marlbourough Sauv Blanc
b9df40e6-d244-44fd-8fdb-c922b656d94d,6d85ec4d-e7c8-47b7-85a9-d05a8cf8e03e,40326,Sole - Iqf
1a656d8b-3227-4fcb-bd42-b6c368ee60c1,10678d07-3621-47d8-95a7-f006a04f0dc7,26276,Onions - Spanish
234edf21-0216-4d95-989a-ac8f3bbc5fdf,6d534744-f3b7-4c8d-93d6-a28def78cc9a,42835,"Leeks - Baby, White"
19d75811-b196-4ede-b710-40561bd08188,e6b55784-708f-4450-be7d-1f70ab793fd0,48372,Cilantro / Coriander - Fresh
fe1da2a4-7b74-4ba3-bed2-e8784ce3bada,fb32544e-1d44-42fb-9b74-ba822be05aa0,32879,"Soup - Campbells, Minestrone"
c1775ca3-c71a-4bee-8512-d684a16963b1,f40acfee-3cca-474c-b30e-98285608df60,85094,"Clams - Littleneck, Whole"
1e02943a-2259-46df-a1d6-706535fc2a04,81052e13-7c0a-43ab-a2aa-0d0278173077,14673,Chickensplit Half
b7b4cb04-bba3-4645-ab1b-8d5786af497b,51679933-0404-47ec-8b75-fef6ca0d5f06,65478,Cup - 8oz Coffee Perforated
a646959b-e506-4bb4-993e-d90238132b89,d29b94db-05a4-4309-8b26-de615dd71af7,87485,Potatoes - Peeled
b3c45fa7-1621-4bd4-a196-e6b06d39edbb,25727e4f-1ab8-41fc-80fc-e9a6c7a67e2d,37728,Extract - Lemon
501f7c56-846e-47c7-8772-0f7184715501,ae9ca63e-6d33-4672-98cd-c9cfe5ab7479,38556,Tea - Lemon Green Tea
f1f735c0-ed77-40fe-8f27-fa9100f64e21,f5953f44-c73d-46fd-b1f2-eb43aef75a57,38382,Salad Dressing
f1f9944f-c5b4-4083-9f5f-c6dfe39dcfd3,0787faa1-5149-4b34-a66c-458c15d223ae,47051,"Zucchini - Mini, Green"
561a1c24-a6ae-4926-87e4-5a2fa5822c38,39bf5907-ead7-4ff8-8b2c-ea6b59d6b10c,69195,Cherries - Frozen
fe4de8b9-dedb-47a6-b6fc-e2b417975515,6925135a-f937-4a79-ac89-4ae87709b8da,59293,Maple Syrup
47cfaa9d-ff4b-400b-9bb1-2c631433f650,b102c741-2cad-449d-a7f9-fe8bdc05faaf,19768,Syrup - Monin - Blue Curacao
bac0d448-3188-4ed2-ba5e-80ccebb07b79,730540d8-33d1-41d9-83cb-ed6d8928874f,57408,Blouse / Shirt / Sweater
d5a55462-c284-4083-89d0-4c67be9f11f3,85830630-b2b7-4630-b0ed-fd6ae38860c1,35860,Island Oasis - Sweet And Sour Mix
d0fed314-7a36-4442-8e7c-f762212e6bd2,6ea9ca20-c8db-4a3f-8298-8ae1c008c78e,64966,Wine - Pinot Noir Pond Haddock
ad1f4670-5190-495a-a146-223d62e17aaf,5a6e7655-b10b-45f4-a868-914c6472a3f1,30042,"Butter - Salted, Micro"
